id,source_id,pattern,context,question,right_answer,hallucinated_answer,is_hallucinated
bengali-5846157904123319216-6::specificity,bengali-5846157904123319216-6,specificity,"আঠারো শতাব্দীতে ইন্সতিতুসিওন লিব্রে দে এন্সেনিয়াঞ্জার শিক্ষাবিদ এবং শিক্ষার্থী, কেমব্রিজ বিশ্ববিদ্যালয় এবং অক্সফোর্ড বিশ্ববিদ্যালয়ের স্নাতকদের দ্বারা মাদ্রিদে ফুটবল খেলা প্রচারের মাধ্যমে রিয়াল মাদ্রিদ প্রতিষ্ঠার ভিত্তি গড়ে উঠে। ১৮৯৭ সালে, তারা (সোসিয়েদাদ) স্কাই ফুটবল নামে একটি সংঘ প্রতিষ্ঠিত করেন, যেটি লা সোসিয়েদাদ (সমাজ) নামেই অধিক পরিচিত। এটি সেসময়ের মাদ্রিদভিত্তিক খেলাধুলার একমাত্র সংঘ ছিল, যেটি প্রতি রবিবার সকালে মনক্লোয়া</i>য় খেলত। ১৯০০ সালে, এই সংঘের কয়েকজনের মধ্যে দ্বন্দ্বের সৃষ্টি হওয়ার ফলে তারা স্কাই ফুটবল হতে বিভক্ত হয়ে গিয়ে নুয়েভা সোসিয়েদাদ দে ফুটবল (ফুটবলের নতুন সমাজ) নামে নতুন একটি ক্লাব গঠন করে। বিভক্ত হয়ে যাওয়া ব্যক্তিদের মধ্যে একজন ছিলেন হুলিয়ান পালাকিওস, যিনি রিয়াল মাদ্রিদের প্রথম সভাপতির দায়িত্ব পালন করেছেন। এছাড়াও বিভক্ত হয়ে যাওয়া ব্যক্তিদের মধ্যে ছিলেন দুই ভাই হুয়ান পাদ্রোস এবং কার্লোস পাদ্রোস, যারা পরবর্তীতে রিয়াল মাদ্রিদের সভাপতিত্বের দায়িত্ব পালন করেছেন। ১৯০১ সালে, এই নতুন ক্লাবের নাম পরিবর্তন করে মাদ্রিদ ফুটবল ক্লাব রাখা হয়। পরবর্তীতে, ১৯০২ সালে পুনর্গঠনের পর স্কাই ফুটবল সংঘটি নাম পরিবর্তন করে নিউ ফুট-বল ক্লাব রাখে।[24][25][26] ১৯০৬ সালের ৬ই মার্চ তারিখে, হুয়ান পাদ্রোসের সভাপতিত্বে একটি নতুন বোর্ড নির্বাচিত হওয়ার পর, মাদ্রিদ ফুটবল ক্লাব আনুষ্ঠানিকভাবে প্রতিষ্ঠা লাভ করে।[3]",রিয়াল মাদ্রিদ ফুটবল ক্লাবটির সর্বপ্রথম সভাপতি কে ছিলেন ?,হুলিয়ান পালাকিওস,কার্লোস পাদ্রোস ছিলেন রিয়াল মাদ্রিদের প্রথম সভাপতি।,no
bengali-5846157904123319216-6::inference,bengali-5846157904123319216-6,inference,"আঠারো শতাব্দীতে ইন্সতিতুসিওন লিব্রে দে এন্সেনিয়াঞ্জার শিক্ষাবিদ এবং শিক্ষার্থী, কেমব্রিজ বিশ্ববিদ্যালয় এবং অক্সফোর্ড বিশ্ববিদ্যালয়ের স্নাতকদের দ্বারা মাদ্রিদে ফুটবল খেলা প্রচারের মাধ্যমে রিয়াল মাদ্রিদ প্রতিষ্ঠার ভিত্তি গড়ে উঠে। ১৮৯৭ সালে, তারা (সোসিয়েদাদ) স্কাই ফুটবল নামে একটি সংঘ প্রতিষ্ঠিত করেন, যেটি লা সোসিয়েদাদ (সমাজ) নামেই অধিক পরিচিত। এটি সেসময়ের মাদ্রিদভিত্তিক খেলাধুলার একমাত্র সংঘ ছিল, যেটি প্রতি রবিবার সকালে মনক্লোয়া</i>য় খেলত। ১৯০০ সালে, এই সংঘের কয়েকজনের মধ্যে দ্বন্দ্বের সৃষ্টি হওয়ার ফলে তারা স্কাই ফুটবল হতে বিভক্ত হয়ে গিয়ে নুয়েভা সোসিয়েদাদ দে ফুটবল (ফুটবলের নতুন সমাজ) নামে নতুন একটি ক্লাব গঠন করে। বিভক্ত হয়ে যাওয়া ব্যক্তিদের মধ্যে একজন ছিলেন হুলিয়ান পালাকিওস, যিনি রিয়াল মাদ্রিদের প্রথম সভাপতির দায়িত্ব পালন করেছেন। এছাড়াও বিভক্ত হয়ে যাওয়া ব্যক্তিদের মধ্যে ছিলেন দুই ভাই হুয়ান পাদ্রোস এবং কার্লোস পাদ্রোস, যারা পরবর্তীতে রিয়াল মাদ্রিদের সভাপতিত্বের দায়িত্ব পালন করেছেন। ১৯০১ সালে, এই নতুন ক্লাবের নাম পরিবর্তন করে মাদ্রিদ ফুটবল ক্লাব রাখা হয়। পরবর্তীতে, ১৯০২ সালে পুনর্গঠনের পর স্কাই ফুটবল সংঘটি নাম পরিবর্তন করে নিউ ফুট-বল ক্লাব রাখে।[24][25][26] ১৯০৬ সালের ৬ই মার্চ তারিখে, হুয়ান পাদ্রোসের সভাপতিত্বে একটি নতুন বোর্ড নির্বাচিত হওয়ার পর, মাদ্রিদ ফুটবল ক্লাব আনুষ্ঠানিকভাবে প্রতিষ্ঠা লাভ করে।[3]",রিয়াল মাদ্রিদ ফুটবল ক্লাবটির সর্বপ্রথম সভাপতি কে ছিলেন ?,হুলিয়ান পালাকিওস,রিয়াল মাদ্রিদ ফুটবল ক্লাবটির সর্বপ্রথম সভাপতি ছিলেন হুয়ান পাদ্রোস।,no
bengali--8629802684896762580-0::factualness,bengali--8629802684896762580-0,factualness,"উইলিয়াম আব্রাহাম সাইমন ঔডারল্যান্ড (Dutch: Wiliam Ouderland) (জন্ম: ৬ ডিসেম্বর, ১৯১৭ — মৃত্যু: ১৮ই মে, ২০০১) ছিলেন একজন ওলন্দাজ-অস্ট্রেলীয় সামরিক কমান্ডো অফিসার। তিনি দ্বিতীয় বিশ্বযুদ্ধে সক্রিয়ভাবে অংশগ্রহণ করেন। বাংলাদেশের মুক্তিযুদ্ধে প্রত্যক্ষ অবদানের জন্য বাংলাদেশ সরকার তাঁকে বাংলাদেশের চতুর্থ সর্বোচ্চ সামরিক খেতাব বীর প্রতীক প্রদান করে। তিনিই একমাত্র বিদেশী যিনি এই রাষ্ট্রীয় খেতাবে ভূষিত হয়েছেন।[1][2][3] বাংলাদেশের প্রতি অপরিমেয় ভালবাসার জন্য বাঙ্গালী জাতির কাছে তিনি বিশেষভাবে সম্মানিত ও স্মরণীয় ব্যক্তিত্ব।[4] তাঁর স্মৃতির প্রতি শ্রদ্ধার নিদর্শনস্বরূপ বাংলাদেশের রাজধানী ঢাকার গুলশানের একটি রাস্তার নামকরণ করা হয়েছে।",ওলন্দাজ-অস্ট্রেলীয় সামরিক কমান্ডো অফিসার উইলিয়াম আব্রাহাম সাইমন ঔডারল্যান্ড কবে জন্মগ্রহণ করেন ?,"৬ ডিসেম্বর, ১৯১৭","৬ নভেম্বর, ১৯১৬ সালে জন্মগ্রহণ করেন।",no
bengali--8629802684896762580-0::comprehension,bengali--8629802684896762580-0,comprehension,"উইলিয়াম আব্রাহাম সাইমন ঔডারল্যান্ড (Dutch: Wiliam Ouderland) (জন্ম: ৬ ডিসেম্বর, ১৯১৭ — মৃত্যু: ১৮ই মে, ২০০১) ছিলেন একজন ওলন্দাজ-অস্ট্রেলীয় সামরিক কমান্ডো অফিসার। তিনি দ্বিতীয় বিশ্বযুদ্ধে সক্রিয়ভাবে অংশগ্রহণ করেন। বাংলাদেশের মুক্তিযুদ্ধে প্রত্যক্ষ অবদানের জন্য বাংলাদেশ সরকার তাঁকে বাংলাদেশের চতুর্থ সর্বোচ্চ সামরিক খেতাব বীর প্রতীক প্রদান করে। তিনিই একমাত্র বিদেশী যিনি এই রাষ্ট্রীয় খেতাবে ভূষিত হয়েছেন।[1][2][3] বাংলাদেশের প্রতি অপরিমেয় ভালবাসার জন্য বাঙ্গালী জাতির কাছে তিনি বিশেষভাবে সম্মানিত ও স্মরণীয় ব্যক্তিত্ব।[4] তাঁর স্মৃতির প্রতি শ্রদ্ধার নিদর্শনস্বরূপ বাংলাদেশের রাজধানী ঢাকার গুলশানের একটি রাস্তার নামকরণ করা হয়েছে।",ওলন্দাজ-অস্ট্রেলীয় সামরিক কমান্ডো অফিসার উইলিয়াম আব্রাহাম সাইমন ঔডারল্যান্ড কবে জন্মগ্রহণ করেন ?,"৬ ডিসেম্বর, ১৯১৭","৬ জানুয়ারি, ১৯১৮",no
bengali--8629802684896762580-0::specificity,bengali--8629802684896762580-0,specificity,"উইলিয়াম আব্রাহাম সাইমন ঔডারল্যান্ড (Dutch: Wiliam Ouderland) (জন্ম: ৬ ডিসেম্বর, ১৯১৭ — মৃত্যু: ১৮ই মে, ২০০১) ছিলেন একজন ওলন্দাজ-অস্ট্রেলীয় সামরিক কমান্ডো অফিসার। তিনি দ্বিতীয় বিশ্বযুদ্ধে সক্রিয়ভাবে অংশগ্রহণ করেন। বাংলাদেশের মুক্তিযুদ্ধে প্রত্যক্ষ অবদানের জন্য বাংলাদেশ সরকার তাঁকে বাংলাদেশের চতুর্থ সর্বোচ্চ সামরিক খেতাব বীর প্রতীক প্রদান করে। তিনিই একমাত্র বিদেশী যিনি এই রাষ্ট্রীয় খেতাবে ভূষিত হয়েছেন।[1][2][3] বাংলাদেশের প্রতি অপরিমেয় ভালবাসার জন্য বাঙ্গালী জাতির কাছে তিনি বিশেষভাবে সম্মানিত ও স্মরণীয় ব্যক্তিত্ব।[4] তাঁর স্মৃতির প্রতি শ্রদ্ধার নিদর্শনস্বরূপ বাংলাদেশের রাজধানী ঢাকার গুলশানের একটি রাস্তার নামকরণ করা হয়েছে।",ওলন্দাজ-অস্ট্রেলীয় সামরিক কমান্ডো অফিসার উইলিয়াম আব্রাহাম সাইমন ঔডারল্যান্ড কবে জন্মগ্রহণ করেন ?,"৬ ডিসেম্বর, ১৯১৭","৮ ডিসেম্বর, ১৯১৮",no
bengali--8629802684896762580-0::inference,bengali--8629802684896762580-0,inference,"উইলিয়াম আব্রাহাম সাইমন ঔডারল্যান্ড (Dutch: Wiliam Ouderland) (জন্ম: ৬ ডিসেম্বর, ১৯১৭ — মৃত্যু: ১৮ই মে, ২০০১) ছিলেন একজন ওলন্দাজ-অস্ট্রেলীয় সামরিক কমান্ডো অফিসার। তিনি দ্বিতীয় বিশ্বযুদ্ধে সক্রিয়ভাবে অংশগ্রহণ করেন। বাংলাদেশের মুক্তিযুদ্ধে প্রত্যক্ষ অবদানের জন্য বাংলাদেশ সরকার তাঁকে বাংলাদেশের চতুর্থ সর্বোচ্চ সামরিক খেতাব বীর প্রতীক প্রদান করে। তিনিই একমাত্র বিদেশী যিনি এই রাষ্ট্রীয় খেতাবে ভূষিত হয়েছেন।[1][2][3] বাংলাদেশের প্রতি অপরিমেয় ভালবাসার জন্য বাঙ্গালী জাতির কাছে তিনি বিশেষভাবে সম্মানিত ও স্মরণীয় ব্যক্তিত্ব।[4] তাঁর স্মৃতির প্রতি শ্রদ্ধার নিদর্শনস্বরূপ বাংলাদেশের রাজধানী ঢাকার গুলশানের একটি রাস্তার নামকরণ করা হয়েছে।",ওলন্দাজ-অস্ট্রেলীয় সামরিক কমান্ডো অফিসার উইলিয়াম আব্রাহাম সাইমন ঔডারল্যান্ড কবে জন্মগ্রহণ করেন ?,"৬ ডিসেম্বর, ১৯১৭","৭ ডিসেম্বর, ১৯১৭ সালে জন্মগ্রহণ করেন।",no
bengali-7598272783189345090-0::factualness,bengali-7598272783189345090-0,factualness,ডাব্লিউডাব্লিউই ওয়ার্ল্ড চ্যাম্পিয়নশিপ হল পেশাদার কুস্তি প্রতিযোগীতার একটি চ্যাম্পিয়নশিপ। এটি তৈরি ও প্রবর্তন করেছে আমেরিকান পেশাদার কুস্তি প্রমোশন ডাব্লিউডাব্লিউই। ১৯৬৩ সালের ২৫ এপ্রিল মাসে তৎকালীন ওয়ার্ল্ড ওয়াইড রেসলিং ফেডারেশন (বর্তমানে ডাব্লিউডাব্লিউই) ডাব্লিউডাব্লিউডাব্লিউএফ ওয়ার্ল্ড হেভিওয়েট চ্যাম্পিয়নশিপ হিসেবে প্রতিষ্ঠা করে। প্রাক্তন  চ্যাম্পিয়ন সেথ রলিন্স প্রথম ব্যক্তি যিনি মানি ইন দ্য ব্যাংক চুক্তি ক্যাশ ইন করে  রেসেলম্যানিয়া ৩১ এ চ্যাম্পিয়ন হয়।,ডাব্লিউডাব্লিউই কত সালে প্রতিষ্ঠিত হয় ?,১৯৬৩ সালের ২৫ এপ্রিল,১৯৬২ সালের ২৫ এপ্রিলে প্রতিষ্ঠিত হয়।,no
bengali-7598272783189345090-0::comprehension,bengali-7598272783189345090-0,comprehension,ডাব্লিউডাব্লিউই ওয়ার্ল্ড চ্যাম্পিয়নশিপ হল পেশাদার কুস্তি প্রতিযোগীতার একটি চ্যাম্পিয়নশিপ। এটি তৈরি ও প্রবর্তন করেছে আমেরিকান পেশাদার কুস্তি প্রমোশন ডাব্লিউডাব্লিউই। ১৯৬৩ সালের ২৫ এপ্রিল মাসে তৎকালীন ওয়ার্ল্ড ওয়াইড রেসলিং ফেডারেশন (বর্তমানে ডাব্লিউডাব্লিউই) ডাব্লিউডাব্লিউডাব্লিউএফ ওয়ার্ল্ড হেভিওয়েট চ্যাম্পিয়নশিপ হিসেবে প্রতিষ্ঠা করে। প্রাক্তন  চ্যাম্পিয়ন সেথ রলিন্স প্রথম ব্যক্তি যিনি মানি ইন দ্য ব্যাংক চুক্তি ক্যাশ ইন করে  রেসেলম্যানিয়া ৩১ এ চ্যাম্পিয়ন হয়।,ডাব্লিউডাব্লিউই কত সালে প্রতিষ্ঠিত হয় ?,১৯৬৩ সালের ২৫ এপ্রিল,১৯৫২ সালের ১৪ জুন,no
bengali-7598272783189345090-0::specificity,bengali-7598272783189345090-0,specificity,ডাব্লিউডাব্লিউই ওয়ার্ল্ড চ্যাম্পিয়নশিপ হল পেশাদার কুস্তি প্রতিযোগীতার একটি চ্যাম্পিয়নশিপ। এটি তৈরি ও প্রবর্তন করেছে আমেরিকান পেশাদার কুস্তি প্রমোশন ডাব্লিউডাব্লিউই। ১৯৬৩ সালের ২৫ এপ্রিল মাসে তৎকালীন ওয়ার্ল্ড ওয়াইড রেসলিং ফেডারেশন (বর্তমানে ডাব্লিউডাব্লিউই) ডাব্লিউডাব্লিউডাব্লিউএফ ওয়ার্ল্ড হেভিওয়েট চ্যাম্পিয়নশিপ হিসেবে প্রতিষ্ঠা করে। প্রাক্তন  চ্যাম্পিয়ন সেথ রলিন্স প্রথম ব্যক্তি যিনি মানি ইন দ্য ব্যাংক চুক্তি ক্যাশ ইন করে  রেসেলম্যানিয়া ৩১ এ চ্যাম্পিয়ন হয়।,ডাব্লিউডাব্লিউই কত সালে প্রতিষ্ঠিত হয় ?,১৯৬৩ সালের ২৫ এপ্রিল,ডাব্লিউডাব্লিউই ১৯৬৩ সালে আনুষ্ঠানিকভাবে বিশ্ব চ্যাম্পিয়নশিপ চালু করে।,yes
bengali-7598272783189345090-0::inference,bengali-7598272783189345090-0,inference,ডাব্লিউডাব্লিউই ওয়ার্ল্ড চ্যাম্পিয়নশিপ হল পেশাদার কুস্তি প্রতিযোগীতার একটি চ্যাম্পিয়নশিপ। এটি তৈরি ও প্রবর্তন করেছে আমেরিকান পেশাদার কুস্তি প্রমোশন ডাব্লিউডাব্লিউই। ১৯৬৩ সালের ২৫ এপ্রিল মাসে তৎকালীন ওয়ার্ল্ড ওয়াইড রেসলিং ফেডারেশন (বর্তমানে ডাব্লিউডাব্লিউই) ডাব্লিউডাব্লিউডাব্লিউএফ ওয়ার্ল্ড হেভিওয়েট চ্যাম্পিয়নশিপ হিসেবে প্রতিষ্ঠা করে। প্রাক্তন  চ্যাম্পিয়ন সেথ রলিন্স প্রথম ব্যক্তি যিনি মানি ইন দ্য ব্যাংক চুক্তি ক্যাশ ইন করে  রেসেলম্যানিয়া ৩১ এ চ্যাম্পিয়ন হয়।,ডাব্লিউডাব্লিউই কত সালে প্রতিষ্ঠিত হয় ?,১৯৬৩ সালের ২৫ এপ্রিল,১৯৬৩ সালে রেসেলম্যানিয়া ৩১-এ প্রতিষ্ঠিত হয়।,yes
